ophio_kim_ID,PFAM annotation,GO annotation (terminal nodes only),SignalP/SmallSecretedProteins,Transcription factors,Transmembrane domains,MEROPS proteases,Secondary metabolism,Description Blastp result,# aminoacids,# blastp hits,e-value ,sim mean %,LD BH.Q,LD ADJ.P,LD PER,LD LAG,LD AMP,ZT4,ZT8,ZT12,ZT16,ZT20,ZT24,ZT28,ZT32,ZT36,ZT40,ZT44,ZT48,DD BH.Q,DD ADJ.P,DD PER,DD LAG,LD AMP,CT4,CT8,CT12,CT16,CT20,CT24,CT28,CT32,CT36,CT40,CT44,CT48,Clustered_Activity
Ophio5|4504,PF00067.17|p450,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",SignalP: has predicted secretion signal,,,,,cytochrome P450,496,20,0,77.15,1,0.008979903,24,4,1.163180118,1.897179514,5.371750237,1.779756931,1.184797404,1.049799835,0.683344389,3.699907627,2.298098733,3.409512371,1.454557243,0.634183752,1.607140505,1,0.069996234,24,4,1.986134927,2.27849452,4.659640891,1.221254464,0.856991339,0.435915934,0.438246293,4.873819044,3.296459078,4.857993776,1.357020073,0.604886353,1.681871219,night-active
Ophio5|510,PF01375.12|Enterotoxin_a,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,SignalP: has predicted secretion signal,,,,,heat-labile enterotoxin subunit alpha,721,20,0,59.65,1,0.008979903,24,6,1.26404667,1.647988576,3.673872037,1.723478876,1.99095966,1.625953831,0.388583709,3.130551458,5.026462086,3.418443708,1.236859536,1.153740109,1.30886235,1,0.3029569,24,6,1.079493513,1.882124837,3.83705329,0.949143124,2.077556325,1.833758397,0.137124407,3.582776198,3.220756282,2.64106006,2.075835569,0.416382988,0.364474452,night-active
Ophio5|5638,PF05175.9|MTS;PF13659.1|Methyltransf_26;PF13847.1|Methyltransf_31;PF12847.2|Methyltransf_18;PF06325.8|PrmA;PF13489.1|Methyltransf_23;PF08241.7|Methyltransf_11;PF13649.1|Methyltransf_25,GO:0008152|metabolic process;GO:0006479|protein methylation;GO:0005737|cytoplasm;GO:0008276|protein methyltransferase activity;GO:0008168|methyltransferase activity,,,,,,protoporphyrinogen oxidase,225,20,2.19E-167,78.85,1,0.008979903,28,4,1.66908037,5.960165731,34.29608737,7.69510624,4.981114022,5.450933388,3.593539605,6.610924551,30.8117768,21.84173767,11.35238642,3.287372856,2.638270475,1,0.683105342,24,6,11.48032534,8.518141683,34.188877,1.472791745,0.983281329,1.065143654,0.788526013,34.73454698,31.80334884,15.84282931,18.40283343,1.02789316,4.5205457,night-active
Ophio5|5838,,,,,,,,---NA---,134,,,,1,0.008979903,28,16,16.17254919,56.20804195,42.99684948,53.86082982,104.6834329,75.04189552,71.42456401,52.92380986,37.38954471,57.57573813,69.08903948,72.87710843,80.33321575,1,0.3029569,24,16,10.52851458,51.5876476,28.69751696,55.83773846,92.5923251,62.94446701,63.94913512,53.93938214,35.42886132,42.98404417,55.13931823,58.10126898,41.85183106,day-active
Ophio5|6097,,,,,,,,hypothetical protein XA68_5457,149,20,1.33E-106,60.8,1,0.008979903,28,26,0.7035548,1.496663839,1.492768958,0.499739658,0,1.449306995,0.984412061,2.809360416,2.210622716,1.596294161,0.094498686,0.450270464,1.049998463,1,0.461567736,28,26,0.522988344,2.076088257,1.298602723,0.522119113,0.123456434,1.604816439,0.660025477,2.093335365,2.025904501,5.395869374,1.332225139,0.819895956,1.031962958,night-active
Ophio5|6595,PF13426.1|PAS_9,GO:0004871|signal transducer activity;GO:0007165|signal transduction,,,1,,,probable vivid PAS VVD,235,20,7.78E-111,71.65,1,0.008979903,24,18,73.29089434,61.07149479,41.74692849,59.20644424,250.9780085,166.4246592,163.5542243,60.06144187,37.9365339,53.46128588,118.3235669,146.7194859,117.1237692,1,1,20,2,5.533355639,41.6257295,33.01532346,35.6744521,29.11165476,31.51832286,35.82595916,28.76435398,23.34567549,20.80998171,21.43344205,24.89797042,30.36857094,day-active
Ophio5|6835,PF00096.21|zf-C2H2;PF00096.21|zf-C2H2;PF13465.1|zf-H2C2_2,GO:0046872|metal ion binding,,C2H2 zinc finger,,,,C2H2 type zinc finger containing,317,20,0,68.6,1,0.008979903,28,14,20.90074279,78.5042542,49.61452706,96.60061882,216.3234923,106.41924,95.74800333,86.55769549,75.88877774,92.44141805,89.28342854,121.1340824,106.8394663,1,0.11836677,28,18,7.113309098,86.44432666,40.08789328,126.8971099,87.0018451,96.36468525,357.347756,70.34208682,57.08762888,78.03907657,57.53861521,219.5842943,179.0845152,day-active
Ophio5|7171,PF00096.21|zf-C2H2;PF00096.21|zf-C2H2;PF13894.1|zf-C2H2_4;PF13894.1|zf-C2H2_4;PF13465.1|zf-H2C2_2;PF12874.2|zf-met,GO:0046872|metal ion binding,,C2H2 zinc finger,,,,cutinase g-box binding,540,20,0,68.35,1,0.008979903,24,16,30.10919784,40.87469172,20.59906546,50.32498443,175.2383251,75.84081521,87.66908155,36.5745586,33.302357,63.73374101,44.96111244,99.83353448,74.17503006,1,0.683105342,24,16,22.02643898,53.58547409,15.76246065,69.01671545,111.7953914,106.878995,65.917147,33.24904203,18.48762003,38.69527553,21.86259022,65.82405611,33.36235144,day-active
Ophio5|7401,,,,,,,,hypothetical protein XA68_6846,78,1,1.08E-44,100,1,0.008979903,28,2,6.834926349,29.55437454,28.77977154,25.99911386,15.78435976,19.62985424,17.38297248,25.4588185,30.08125848,27.04529543,20.09592315,17.09887838,20.93351366,1,0.11836677,24,6,7.432738802,25.44342916,29.86238329,14.62263971,24.37873876,14.62617514,9.273775691,32.36531169,29.43526628,24.83188116,21.34300558,7.783822367,19.79017571,night-active
Ophio5|7675,PF00501.23|AMP-binding;PF07993.7|NAD_binding_4;PF01370.16|Epimerase;PF13193.1|AMP-binding_C;PF01073.14|3Beta_HSD;PF00550.20|PP-binding,"GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity;GO:0055114|oxidation-reduction process;GO:0044237|cellular metabolic process;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0006694|steroid biosynthetic process;GO:0003824|catalytic activity;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,Part of secondary metabolism cluster 28;Secondary metabolism. Type: NRPS-like,,1045,,,,1,0.008979903,28,0,0.065257645,0.150238722,0.164667851,0.05733151,0.066229255,0.083134245,0.084700847,0.183123615,0.228952321,0.105652651,0.081308621,0.021523445,0.053776212,1,1,28,0,0.1268094,0.216522328,0.268990366,0,0.017704078,0.13808172,0,0.057179333,0.164207905,0.039345063,0.095522835,0,0.014798704,night-active
Ophio5|7942,,,,,,,,hypothetical protein XA68_5881,129,20,6.36E-67,75.55,1,0.008979903,28,14,9.489841587,5.871527369,9.937071468,12.91634809,20.24984957,24.74970407,23.17154545,8.398612433,6.943622635,9.209389392,9.48621427,34.11664669,27.95188216,1,1,28,14,2.336925558,5.008744397,9.323301601,11.59706876,9.544131972,8.147529615,12.79434002,7.246160877,5.081700253,3.798917161,4.515474628,4.519939245,4.524760661,day-active
Ophio5|8105,PF04719.9|TAFII28,GO:0006367|transcription initiation from RNA polymerase II promoter;GO:0005634|nucleus,,,,,,transcription initiation factor TFIID subunit 11,320,20,2.20E-128,72.8,1,0.008979903,28,18,2.04997453,7.133631382,5.526786582,7.566151833,13.59618528,10.24899339,8.188100324,8.891136406,5.968451778,7.860974123,8.125120684,8.135728009,10.40886327,1,1,28,16,1.488286603,7.84927166,5.461413321,7.136441145,10.96108521,9.07396211,8.204054996,7.452907395,5.474305133,6.196745282,4.163203558,6.555762058,6.606491832,day-active
Ophio5|8288,PF01061.19|ABC2_membrane;PF01061.19|ABC2_membrane;PF06422.7|PDR_CDR;PF00005.22|ABC_tran,"GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0016020|membrane;GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0006810|transport",,,13,,,ATP-binding cassette transporter ABC1,1260,20,0,79.4,1,0.008979903,24,4,0.157819284,0.195836268,0.532708986,0.09511302,0.013734298,0.02298663,0.081969284,0.516463778,0.54053027,0.189884317,0.1011683,0.017853706,0.133822167,1,0.039672068,24,4,0.114310697,0.112253348,0.583564533,0.077634682,0.088113236,0.019089807,0.157024301,0.260866535,0.440064764,0.206699387,0.108949816,0,0.073653185,night-active
Ophio5|1192,PF07690.11|MFS_1;PF00083.19|Sugar_tr,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity,,,3,,,MFS multidrug transporter,160,20,4.95E-73,96.95,1,0.01754066,24,18,5.583647867,10.03973258,9.735449728,12.57109078,15.92052573,27.72587295,20.3608209,8.447117005,8.123924061,9.037785863,10.47702825,22.93302984,14.60401589,1,0.683105342,28,16,7.419293279,8.088655547,9.544595583,15.07983773,18.74850806,36.63167959,18.07895872,7.336889698,7.714084111,6.560931811,9.231451367,16.8901962,7.787794992,day-active
Ophio5|1210,PF05603.7|DUF775,,,,,,,related to DUF775 domain,186,20,1.27E-88,79.85,1,0.01754066,24,22,16.2231502,100.0043565,89.89772747,95.72553237,46.12212431,103.5440719,121.6828064,107.4508657,96.83788459,84.60818704,80.50075248,100.7690851,122.4262914,1,1,16,0,8.603612388,90.6837773,77.19857542,67.00993962,95.95931874,86.11942764,76.97944201,91.87327478,83.86707659,78.64187396,69.06020019,46.62153475,70.69222186,--
Ophio5|1300,,,,,,,,---NA---,124,,,,1,0.01754066,24,6,1.327369388,3.412393553,14.05499388,2.998437949,2.771032047,1.855112954,1.535682816,2.451805454,11.20048843,3.831105987,3.742147974,0.720432742,1.979997102,1,0.069996234,24,6,5.4878707,4.529647107,18.35358515,1.879628806,1.333329482,0.385155945,0.316812229,11.60305888,12.57822447,5.267831796,8.8926028,0.765236226,0.990684439,night-active
Ophio5|1448,PF08659.5|KR;PF00106.20|adh_short;PF00107.21|ADH_zinc_N;PF13602.1|ADH_zinc_N_2;PF08240.7|ADH_N;PF00550.20|PP-binding;PF01370.16|Epimerase;PF02719.10|Polysacc_synt_2;PF01073.14|3Beta_HSD,"GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity;GO:0008270|zinc ion binding;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0044237|cellular metabolic process;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0006694|steroid biosynthetic process;GO:0009058|biosynthetic process;GO:0003824|catalytic activity;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,,polyketide synthase,1014,20,0,74.45,1,0.01754066,28,0,3.521521171,9.245401252,6.923642307,4.401647826,1.9622456,4.326502655,2.458605493,18.09791741,9.837089592,5.371387705,5.991123604,1.530475961,3.546792838,1,0.192670121,28,4,3.794859477,7.16822233,8.102939815,0.983795865,1.204156346,0.142298995,0.370654701,6.201929546,4.282646696,4.960217234,4.392897547,0.525056524,2.04359167,night-active
Ophio5|1520,,,,,,,,hypothetical protein XA68_1216,71,14,6.24E-21,76,1,0.01754066,28,14,22.14934969,29.30966685,23.68335366,39.35449808,85.1515056,56.96581661,54.75792092,22.34718513,29.42379773,34.02357748,42.72128106,54.09499324,44.53118482,1,1,28,12,15.65241547,24.37830908,29.45904325,36.43956308,70.98744925,79.57214845,23.37590231,27.20505285,27.70938221,20.19640373,27.75469039,34.92149442,21.49922829,day-active
Ophio5|1613,PF01627.18|Hpt,GO:0004871|signal transducer activity;GO:0000160|phosphorelay signal transduction system,,,,,,histidine phosphotransferase HPT1p,240,20,3.90E-66,81.85,1,0.01754066,28,14,28.60986829,123.6144967,107.77668,155.2718075,255.4724825,147.2159139,146.0075068,109.7621671,109.308108,134.892716,158.8048461,181.7896935,192.3233699,1,0.039672068,28,18,25.1757143,117.3526312,75.43750258,205.218809,154.7559691,210.8568985,186.6694461,119.0607755,105.2059554,96.54048588,100.9533676,213.9327415,195.9659119,day-active
Ophio5|1650,PF02390.12|Methyltransf_4,GO:0008176|tRNA (guanine-N7-)-methyltransferase activity;GO:0006400|tRNA modification,,,,,,tRNA (guanine-N(7)-)-methyltransferase,267,20,0,85.35,1,0.01754066,24,16,76.39126151,89.79983034,51.80131087,131.0138372,206.1472068,183.5969122,249.537438,86.41070411,70.25051045,154.9101768,88.48673622,273.1024773,182.1825692,1,0.461567736,28,18,29.82302405,83.34635184,49.26291424,151.4486363,116.3622951,192.6677945,140.7479702,101.319217,60.58979474,99.40657404,47.5350854,136.0884519,103.9086583,day-active
Ophio5|1666,,,,,,,,short chain dehydrogenase,74,20,4.64E-46,81.1,1,0.01754066,20,10,10.76233935,29.93327678,45.01272551,50.37375754,70.43039785,32.85095855,32.68248044,48.78071268,48.38807501,45.67857139,35.15351127,36.92217804,49.34992776,1,0.984211769,20,12,6.391533217,40.38935337,34.62940595,43.59694592,50.37022486,49.42834633,25.08096813,33.6927311,43.51290537,30.54610798,35.8035506,17.67331283,21.25843693,--
Ophio5|1808,PF00620.22|RhoGAP,GO:0007165|signal transduction,,,,,,GTPase activating Rga6,1075,20,0,68.8,1,0.01754066,28,14,6.641210705,21.63625094,23.43523472,31.4752385,43.41004548,32.38042766,32.34562122,29.60438306,25.09892272,29.66518925,25.64901609,32.45211383,34.7536666,1,0.984211769,28,16,4.013328118,24.52155613,26.75250343,28.47757011,34.33488635,36.13074186,24.6773466,23.84601358,21.07110953,18.38457794,21.42734322,26.58057986,26.57112801,day-active
Ophio5|185,PF12243.3|CTK3;PF12350.3|CTK3_C,,,,,,,CTD kinase subunit gamma,256,20,2.90E-155,88.1,1,0.01754066,28,16,1.562300431,13.10308808,10.45519115,15.8088849,16.57767226,16.80519395,15.39819645,15.0554688,10.17861303,13.40199079,12.13407255,15.15501756,17.15950796,1,1,28,4,2.019834671,14.10006881,14.65349376,15.77023196,12.75396229,13.95628304,6.702982472,11.40338331,9.459476269,9.448020305,11.274668,9.783453691,8.311919543,day-active
Ophio5|2045,,,,,,,,---NA---,85,,,,1,0.01754066,28,26,4.04091259,14.87962305,10.81523127,4.532522481,2.819364001,9.942920082,5.837792457,13.58649461,13.28087291,7.710186468,7.087401466,3.403206995,5.88661929,1,0.192670121,24,6,4.97888338,8.558926219,11.07335655,0.683004653,7.321253613,3.638827973,0.920965782,10.60576887,10.75429588,11.00655263,5.518665181,1.112261956,2.15992247,night-active
Ophio5|2201,PF10273.4|WGG,,,,,,,Pre-rRNA-processing TSR2,218,20,2.49E-75,65.2,1,0.01754066,28,18,2.436715412,4.40798254,2.674085594,5.887343918,18.4260978,7.676694586,7.012250301,6.297445515,4.8788477,6.391904966,6.86086352,6.990500354,11.96916056,1,1,28,10,1.344399769,6.075725286,6.621490292,5.274833503,10.56990013,6.485217118,4.882380242,2.867582691,4.645462971,4.885974126,4.391324301,3.993404961,3.816849296,day-active
Ophio5|2272,PF00348.12|polyprenyl_synt,GO:0008299|isoprenoid biosynthetic process,,,,,,geranylgeranyl diphosphate synthase,317,20,0,82,1,0.01754066,24,6,0.573848889,0.211792053,1.733258587,0.282871505,0.163386324,0.045575692,0.139303594,11.02300506,5.619245375,0.347524128,0.846922188,0,0.070754613,1,0.069996234,28,4,0.355087534,0.534156498,6.057423603,0.2462826,0,0.227096666,0,1.692724014,5.609046506,1.984409907,1.099714147,0,0,night-active
Ophio5|2312,PF01747.12|ATP-sulfurylase;PF01583.15|APS_kinase;PF14306.1|PUA_2,GO:0004781|sulfate adenylyltransferase (ATP) activity;GO:0000103|sulfate assimilation;GO:0005524|ATP binding;GO:0004020|adenylylsulfate kinase activity,,,,,,Sulfate adenylyltransferase,574,20,0,94.2,1,0.01754066,20,12,24.00596926,121.8935088,131.7730565,145.2286902,240.5376296,128.1943544,124.549526,155.2032827,156.2814146,189.15285,174.3377502,108.8871444,153.3128191,1,0.461567736,28,0,25.89995171,173.4067077,142.8462995,104.4011217,134.4601591,84.31566023,190.7071874,150.6161296,150.5986174,126.3039018,135.5394271,113.8585949,133.4462708,--
Ophio5|2412,,,,,,,,hypothetical protein XA68_2003,83,1,1.43E-51,100,1,0.01754066,28,4,7.479757346,18.70829799,123.2354593,17.84784493,9.071831105,16.21843542,6.328363252,30.78438768,64.47649589,18.19950761,10.96859751,7.772525866,4.687493139,1,0.11836677,24,4,28.64347656,21.56974813,136.0440948,4.428688904,1.102289585,0.573148728,0.471446769,59.80958184,81.63388478,39.68511677,42.37546479,2.277488767,9.02967588,night-active
Ophio5|2435,PF04828.9|GFA,GO:0016846|carbon-sulfur lyase activity;GO:0008152|metabolic process,,,,,,Glutathione-dependent formaldehyde-activating enzyme,136,20,2.21E-86,91.9,1,0.01754066,28,16,20.69041926,95.20748436,109.8832175,119.2809257,129.8289193,136.6791706,124.5963879,62.21791897,83.77238153,134.4436408,120.0202292,162.3602987,273.0379215,1,0.192670121,28,16,85.83477793,110.1415104,88.46928526,159.7798818,350.3639513,236.1540103,205.2341995,109.7964221,77.05638034,79.80653021,95.99678861,185.6236465,147.2242044,day-active
Ophio5|2467,,,SignalP: has predicted secretion signal,,,,,hypothetical protein XA68_3743,507,20,0,60.35,1,0.01754066,28,18,65.66216322,79.45870815,67.54078812,72.80655925,368.8118194,165.2438212,166.1486027,73.82866448,69.51712184,60.00606081,126.8756475,114.8278319,171.739414,1,1,20,16,18.57025034,72.00177241,81.8443514,44.05380015,230.897554,66.48299599,70.31610004,42.09040454,60.10611052,55.92642537,116.7090194,30.88059572,45.3413646,day-active
Ophio5|2548,PF00465.14|Fe-ADH,GO:0016491|oxidoreductase activity;GO:0046872|metal ion binding;GO:0055114|oxidation-reduction process,,,,,,maleylacetate reductase,423,20,5.68E-98,86.25,1,0.01754066,24,16,35.80519768,41.56419034,32.78296125,48.97212923,118.414238,75.13152771,88.87569272,40.56827273,37.06095081,51.34668991,52.62061277,101.8418337,108.8382841,1,0.461567736,28,20,14.6603001,37.85834182,36.59977014,70.2367191,45.94675755,67.84512895,89.80393815,29.55214008,25.49000023,28.60138627,22.35758137,72.41769706,72.14005205,day-active
Ophio5|3315,PF03198.9|Glyco_hydro_72,,SignalP: has predicted secretion signal,,,,,"1,3-beta-glucanosyltransferase gel1",449,20,0,82.95,1,0.01754066,28,16,41.01228392,248.1468645,187.6295752,309.7053241,310.0092102,341.9398304,294.8642261,264.037313,243.8644356,298.097702,250.957011,306.634186,325.2495239,1,1,28,16,57.06535148,307.5756209,195.7523364,237.5206864,388.6408526,317.8606427,315.8441916,268.6114776,227.0187478,254.4289593,244.6853504,195.104871,222.59441,day-active
Ophio5|3373,,,,,,,,---NA---,78,,,,1,0.01754066,24,18,9.83386114,12.21959717,9.375228608,12.52512055,14.46899645,24.9500951,29.15853448,10.66845728,9.56071006,14.45524411,17.40450487,27.64318671,32.32590205,1,1,20,14,4.657748861,12.90089366,12.60247368,5.700351074,25.55079351,29.25235029,6.01542207,12.68114552,15.21937063,11.63451775,10.75055096,6.054084064,5.878270012,day-active
Ophio5|3407,PF00782.15|DSPc,GO:0008138|protein tyrosine/serine/threonine phosphatase activity;GO:0006470|protein dephosphorylation,SignalP: has predicted secretion signal,,,,,#NAME?,402,20,0,64.5,1,0.01754066,24,4,1.519104909,3.063889993,6.111833204,2.492498047,0.128925188,2.337591928,0.806094244,3.232063641,4.708315546,2.970770772,2.321431746,1.452485368,2.568234454,1,0.984211769,20,4,0.6334423,2.528959303,7.35767465,2.963641366,2.067818675,2.807433225,0.933534794,5.120175121,4.294856343,2.51899525,3.718990771,3.187354006,3.649000533,night-active
Ophio5|3413,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,hypothetical protein XA68_7510,201,20,4.62E-106,51.15,1,0.01754066,24,6,58.77324461,28.5625698,827.7875693,29.68750444,44.58343639,23.31805809,25.14636751,43.80933322,856.9810918,223.8519897,105.5391268,17.05232203,23.33536188,1,0.3029569,24,6,277.0451726,25.92774489,817.7339919,11.34058222,14.66809111,5.005120578,4.8031557,734.8140086,878.9530139,230.2910687,405.8505171,11.97372807,23.29579746,night-active
Ophio5|3518,,,SignalP: has predicted secretion signal,,,,,metalloprotease MEP1,701,12,0,45.75,1,0.01754066,24,2,0.11310852,0.351779962,0.269895768,0.128138374,0.049341739,0.123872393,0.084137783,0.463860986,0.15745176,0.07871273,0.121152162,0.064141092,0.272435499,1,0.11836677,28,6,0.084167096,0.241968328,0.246648191,0.195236848,0.158277479,0.205745697,0.028206217,0.021299709,0.244674457,0.351751589,0.142331746,0.077862864,0.088201962,night-active
Ophio5|3578,PF13768.1|VWA_3;PF08487.5|VIT;PF13519.1|VWA_2;PF00092.23|VWA;PF13757.1|VIT_2,,,,,,,hypothetical protein XA68_3099,1152,20,0,64.9,1,0.01754066,28,26,0.6271734,1.479789052,1.165214278,0.585124491,0.180249266,0.60335417,0.281748465,2.359038747,1.10243544,1.086276633,0.626986079,0.410046823,1.083042647,1,0.192670121,24,6,0.516389446,0.761161428,0.994882109,0.305663835,0.481833435,0.292290939,0.051519768,1.517285576,1.260508476,1.356363889,0.5199491,0.177774492,0.402760912,night-active
Ophio5|3690,PF14031.1|D-ser_dehydrat;PF01168.15|Ala_racemase_N,,,,,,,alanine racemase domain,470,20,0,71.4,1,0.01754066,28,2,0.267615231,0.619637895,0.40226503,0.22281386,0.110311785,0.092312548,0.219454918,0.976037203,0.664907753,0.547479624,0.391236599,0.095598825,0.382165046,1,0.984211769,28,2,0.123225722,0.601067822,0.367615774,0.166279972,0.393173355,0.153326411,0,0.317460626,0.336622182,0.378637061,0.291689421,0.145062979,0.230055436,night-active
Ophio5|3757,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,hypothetical protein XA68_5832,127,2,9.74E-86,74,1,0.01754066,24,6,122.1525578,160.657509,1189.281135,184.0057038,67.78745388,89.22296188,55.48853924,120.4652948,936.6362395,699.1941103,166.4431938,57.33912939,100.7225088,1,0.192670121,24,6,274.1184372,128.7233699,1073.545402,196.8654194,55.98942159,54.16255483,52.59578021,980.5500586,775.3007154,389.578625,344.3424693,77.71930416,129.6403466,night-active
Ophio5|38,PF02902.14|Peptidase_C48,GO:0006508|proteolysis;GO:0008234|cysteine-type peptidase activity,,,,C48,,ulp1 protease family,249,20,3.18E-169,91.7,1,0.01754066,24,18,47.26698984,35.65053265,12.95264142,36.46100546,129.1993692,87.42219794,146.3033206,26.89324107,16.94810749,18.41877878,43.71509224,94.10652697,68.93989909,1,0.11836677,24,18,10.05108108,21.40258258,13.93833589,30.7789217,28.96287929,32.06423246,157.1388656,15.67011044,12.15542701,14.81577693,14.63782371,40.28422131,25.38628876,day-active
Ophio5|3815,PF00646.28|F-box;PF12937.2|F-box-like,GO:0005515|protein binding,,,,,,cyclin-like F-box,536,20,0,76.65,1,0.01754066,24,4,5.192628045,37.0403397,38.93900978,34.8701024,33.60585885,30.55149941,26.67261731,56.07306468,37.73564538,37.04335398,30.30293066,28.29912134,34.39939099,1,0.3029569,24,4,4.811085158,36.16547853,49.81604487,23.73600157,27.00178419,26.80671035,22.93496351,32.77275504,31.59170973,29.17376586,24.86293074,22.41863244,25.82789972,night-active
Ophio5|3860,PF01328.12|Peroxidase_2,GO:0004601|peroxidase activity,SignalP: has predicted secretion signal,,1,,,hypothetical protein XA68_3534,461,20,0,55.4,1,0.01754066,28,14,3.583775479,10.9334209,8.835820258,12.72064584,21.25507536,13.17551814,13.04026367,6.923895949,4.904520096,8.252569715,12.64073335,17.49427452,16.38796303,1,1,28,12,8.0849691,6.801823983,5.99643393,11.14588691,42.12750376,20.16441435,3.814432952,4.628122404,3.517592513,5.582343398,5.487859235,13.90155481,2.948465594,day-active
Ophio5|3910,PF06985.6|HET,,,,,,,heterokaryon incompatibility,690,20,0,50.35,1,0.01754066,24,4,3.038104041,5.815546176,8.275619962,4.100613403,0.852162532,3.292926168,1.004356734,7.318160273,9.144278723,7.30353891,3.938584896,3.714242612,4.477200393,1,0.021438584,24,6,3.77468103,4.957374275,9.114650082,2.351802806,2.331557825,2.612761931,0.859656917,8.612233565,10.38255343,7.186727833,4.681344666,0.850350364,1.836923933,night-active
Ophio5|4062,,,,,,,Part of secondary metabolism cluster 14,BTB domain-containingtranscription factor,322,20,0,77.25,1,0.01754066,24,6,3.513791357,3.68373917,19.30396629,1.995864269,2.841809181,1.12175464,1.920060677,7.23491354,34.8475356,6.785865868,6.143877432,1.045519653,2.960521982,1,0.192670121,28,4,0.694737366,2.366495199,40.47244812,1.272968425,3.955956924,1.490541585,0.183908028,10.09170963,19.3073144,7.602408181,11.63892512,0.761513272,1.102251456,night-active
Ophio5|4099,PF10998.3|DUF2838,,,,7,,,F-box,556,20,0,80.2,1,0.01754066,28,14,2.962451753,16.64601882,17.84272246,20.67145731,30.03609691,21.46639625,22.16252648,18.36378075,18.32263592,21.92396828,22.95452827,24.57490503,26.01432458,1,0.683105342,24,12,2.229701248,17.63675433,17.33024579,18.24370419,27.59484016,20.48517932,15.4637926,19.16698449,15.96401993,18.66872616,19.44074049,19.16034535,12.78374221,day-active
Ophio5|4318,PF00091.20|Tubulin;PF03953.12|Tubulin_C,GO:0043234|protein complex;GO:0006184|GTP catabolic process;GO:0003924|GTPase activity;GO:0005525|GTP binding;GO:0051258|protein polymerization,,,,,,Tubulin alpha chain,453,20,0,94.35,1,0.01754066,24,6,48.13420442,129.8537194,180.9685174,125.7824906,96.13161836,99.98302882,59.06472369,144.7152517,188.2762372,248.6129436,122.9211435,67.44139108,114.0609564,1,0.192670121,28,0,106.1835739,187.8207198,184.6838087,51.88127418,86.26994167,31.86656432,10.42375038,232.3549559,184.4500488,128.6620537,154.0843819,18.05938229,86.9781114,night-active
Ophio5|4895,,,,,,,,---NA---,130,,,,1,0.01754066,24,18,2.910496774,9.596928433,4.470417902,7.55331697,18.24439038,13.16546049,9.581109758,9.504255398,5.765619044,8.295480521,8.331754396,13.74871646,9.96181748,1,0.984211769,20,16,3.395000719,7.996037354,7.269531782,6.875232593,20.49753762,22.41842812,12.09206981,5.707021168,5.748915859,8.691754911,5.529751291,7.927747158,6.735330755,day-active
Ophio5|4998,PF04927.7|SMP,,,,,,,six-hairpin glycosidase,66,20,3.06E-22,86.8,1,0.01754066,24,18,15.66553318,6.366405882,5.141569317,9.621853119,13.18308157,27.25562409,46.72284112,7.147287354,3.29943689,8.247214381,28.56117009,53.76363749,27.36936292,1,1,28,12,2.635029216,4.225417077,4.199461542,7.890232862,6.080690007,9.341468826,1.773202774,5.579252038,5.127208017,3.890267573,5.405950889,3.263267487,1.848291865,day-active
Ophio5|519,,,,,,,,---NA---,100,,,,1,0.01754066,24,0,1.578074743,11.558394,8.697397206,6.828126022,1.886222309,6.600804136,8.771988666,9.103238072,7.842968383,8.388750734,6.315506257,10.92240234,10.35889573,1,1,28,12,2.834180875,8.128698397,7.9287625,8.723524781,10.26766377,14.53868358,4.509084943,6.217827815,6.017538122,7.877842516,6.677613627,3.111816335,6.283734842,--
Ophio5|5198,PF01694.17|Rhomboid,GO:0016021|integral component of membrane;GO:0004252|serine-type endopeptidase activity,,,6,S54,,rhomboid family membrane,528,20,0,77.3,1,0.01754066,28,16,2.59343751,13.66519157,11.52625152,17.96795519,20.75654912,17.94510551,16.94342499,15.60621678,12.95449985,15.1806948,16.39882683,19.61953534,20.16065102,1,0.984211769,28,18,2.107509553,15.84092088,12.47869661,17.17367214,16.45307856,20.79587276,19.91305598,13.73698335,11.46408522,12.24015737,11.07301967,18.65043731,13.31407786,day-active
