id	proteinId	PFAM	short_name	long_name	Evalue	start	end
2024	Beaba1|2556	PF00005	ABC_tran	ABC transporter	1.3e-16	105	263
2025	Beaba1|2556	PF00005	ABC_tran	ABC transporter	3e-19	801	952
2026	Beaba1|2556	PF06422	PDR_CDR	CDR ABC transporter	4.8e-22	651	740
2027	Beaba1|2556	PF12698	ABC2_membrane_3	ABC-2 family transporter protein	6e-08	475	714
2028	Beaba1|2556	PF14510	ABC_trans_N	ABC-transporter N-terminal	6.9e-09	39	86
2029	Beaba1|2557	PF04082	Fungal_trans	Fungal specific transcription factor domain	5e-23	157	329
2030	Beaba1|256	PF01370	Epimerase	NAD dependent epimerase/dehydratase family	6.4e-05	5	80
2031	Beaba1|256	PF13460	NAD_binding_10	NAD(P)H-binding	2e-09	9	84
2032	Beaba1|256	PF05368	NmrA	NmrA-like family	2.7e-05	7	79
2033	Beaba1|2560	PF00782	DSPc	Dual specificity phosphatase, catalytic domain	9.8e-26	78	214
2034	Beaba1|2561	PF00775	Dioxygenase_C	Dioxygenase	1.4e-42	113	293
2035	Beaba1|2561	PF04444	Dioxygenase_N	Catechol dioxygenase N terminus	2.8e-33	33	105
2036	Beaba1|2562	PF07757	AdoMet_MTase	Predicted AdoMet-dependent methyltransferase	3.1e-38	241	339
2037	Beaba1|2565	PF01747	ATP-sulfurylase	ATP-sulfurylase	8.1e-89	175	388
2038	Beaba1|2565	PF01583	APS_kinase	Adenylylsulphate kinase	6.3e-57	396	553
2039	Beaba1|2565	PF14306	PUA_2	PUA-like domain	3.3e-54	4	166
2040	Beaba1|2566	PF06011	TRP	Transient receptor potential (TRP) ion channel	6.3e-106	205	709
2041	Beaba1|2566	PF14558	TRP_N	ML-like domain	4.5e-35	57	197
2042	Beaba1|2567	PF00172	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	1e-07	10	41
2043	Beaba1|2568	PF13561	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	3.5e-51	55	305
2044	Beaba1|2568	PF00106	adh_short	short chain dehydrogenase	9.3e-40	49	255
2045	Beaba1|2568	PF08659	KR	KR domain	6.7e-14	50	199
2046	Beaba1|257	PF00012	HSP70	Hsp70 protein	4.9e-225	9	611
2047	Beaba1|257	PF06723	MreB_Mbl	MreB/Mbl protein	7.9e-15	125	379
2048	Beaba1|2571	PF18101	Pan3_PK	Pan3 Pseudokinase domain	3.6e-63	495	632
2049	Beaba1|2572	PF01423	LSM	LSM domain	6.8e-22	170	238
2050	Beaba1|2573	PF11500	Cut12	Spindle pole body formation-associated protein	3.1e-37	118	244
2051	Beaba1|2574	PF01730	UreF	UreF	3e-22	104	284
2052	Beaba1|2575	PF16131	Torus	Torus domain	5e-39	50	155
2053	Beaba1|2575	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	4.9e-08	190	242
2054	Beaba1|2578	PF01556	DnaJ_C	DnaJ C terminal domain	4.9e-38	202	358
2055	Beaba1|2578	PF00226	DnaJ	DnaJ domain	1.9e-26	7	68
2056	Beaba1|2579	PF16862	Glyco_hydro_79C	Glycosyl hydrolase family 79 C-terminal beta domain	2.1e-18	439	547
2057	Beaba1|2581	PF04116	FA_hydroxylase	Fatty acid hydroxylase superfamily	8.4e-22	189	336
2058	Beaba1|2582	PF13419	HAD_2	Haloacid dehalogenase-like hydrolase	5.9e-23	7	201
2059	Beaba1|2582	PF00702	Hydrolase	haloacid dehalogenase-like hydrolase	4.2e-09	4	190
2060	Beaba1|2582	PF03031	NIF	NLI interacting factor-like phosphatase	2e-06	6	217
2061	Beaba1|2582	PF13242	Hydrolase_like	HAD-hyrolase-like	8.1e-05	158	202
2062	Beaba1|2583	PF17184	Rit1_C	Rit1 N-terminal domain	7.8e-100	41	329
2063	Beaba1|2583	PF04179	Init_tRNA_PT	Rit1 DUSP-like domain	1.3e-30	390	507
2064	Beaba1|2584	PF01408	GFO_IDH_MocA	Oxidoreductase family, NAD-binding Rossmann fold	2.8e-08	95	162
2065	Beaba1|2585	PF00701	DHDPS	Dihydrodipicolinate synthetase family	4.9e-36	11	297
2066	Beaba1|2586	PF05572	Peptidase_M43	Pregnancy-associated plasma protein-A	1.6e-10	162	285
2067	Beaba1|2588	PF09420	Nop16	Ribosome biogenesis protein Nop16	1.5e-66	5	243
2068	Beaba1|2589	PF13230	GATase_4	Glutamine amidotransferases class-II	1.8e-14	38	166
2069	Beaba1|2589	PF13522	GATase_6	Glutamine amidotransferase domain	5.9e-10	79	166
2070	Beaba1|2591	PF11951	Fungal_trans_2	Fungal specific transcription factor domain	5.9e-45	366	819
2071	Beaba1|2591	PF00172	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	7.5e-07	34	69
2072	Beaba1|2592	PF00026	Asp	Eukaryotic aspartyl protease	2.3e-59	65	379
2073	Beaba1|2592	PF14543	TAXi_N	Xylanase inhibitor N-terminal	8.1e-10	65	216
2074	Beaba1|2593	PF00255	GSHPx	Glutathione peroxidase	7.3e-42	7	117
2075	Beaba1|2594	PF01266	DAO	FAD dependent oxidoreductase	1.3e-62	7	410
2076	Beaba1|2595	PF07690	MFS_1	Major Facilitator Superfamily	2.3e-41	85	481
2077	Beaba1|2595	PF00083	Sugar_tr	Sugar (and other) transporter	4.7e-18	107	254
2078	Beaba1|2597	PF00400	WD40	WD domain, G-beta repeat	0.14	451	489
2079	Beaba1|2597	PF00400	WD40	WD domain, G-beta repeat	0.00024	681	710
2080	Beaba1|2598	PF01126	Heme_oxygenase	Heme oxygenase	5.6e-09	128	317
2081	Beaba1|2599	PF00172	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	0.00018	12	47
2082	Beaba1|260	PF04997	RNA_pol_Rpb1_1	RNA polymerase Rpb1, domain 1	1.1e-107	14	354
2083	Beaba1|260	PF04998	RNA_pol_Rpb1_5	RNA polymerase Rpb1, domain 5	2e-99	820	1417
2084	Beaba1|260	PF00623	RNA_pol_Rpb1_2	RNA polymerase Rpb1, domain 2	2.9e-76	356	521
2085	Beaba1|260	PF04992	RNA_pol_Rpb1_6	RNA polymerase Rpb1, domain 6	1e-57	886	1070
2086	Beaba1|260	PF04983	RNA_pol_Rpb1_3	RNA polymerase Rpb1, domain 3	2.3e-46	524	682
2087	Beaba1|260	PF04990	RNA_pol_Rpb1_7	RNA polymerase Rpb1, domain 7	1.1e-45	1154	1289
2088	Beaba1|260	PF05000	RNA_pol_Rpb1_4	RNA polymerase Rpb1, domain 4	1.2e-35	709	813
2089	Beaba1|2600	PF07690	MFS_1	Major Facilitator Superfamily	1e-36	44	354
2090	Beaba1|2601	PF00892	EamA	EamA-like transporter family	6.1e-07	202	266
2091	Beaba1|2601	PF13127	DUF3955	Protein of unknown function (DUF3955)	2.5e-09	68	122
2092	Beaba1|2601	PF08449	UAA	UAA transporter family	1.8e-06	202	430
2093	Beaba1|2601	PF06027	SLC35F	Solute carrier family 35	0.0003	203	429
2094	Beaba1|2602	PF12296	HsbA	Hydrophobic surface binding protein A	2.3e-20	35	150
2095	Beaba1|2604	PF00649	Copper-fist	Copper fist DNA binding domain	7.2e-20	1	39
2096	Beaba1|2605	PF09286	Pro-kuma_activ	Pro-kumamolisin, activation domain	2.5e-26	99	200
2097	Beaba1|2605	PF00082	Peptidase_S8	Subtilase family	3.3e-07	339	522
2098	Beaba1|2606	PF00005	ABC_tran	ABC transporter	2.3e-17	607	742
2099	Beaba1|2606	PF00005	ABC_tran	ABC transporter	7.1e-20	1205	1364
2100	Beaba1|2606	PF00664	ABC_membrane	ABC transporter transmembrane region	3.3e-07	268	532
2101	Beaba1|2606	PF00664	ABC_membrane	ABC transporter transmembrane region	5.5e-20	902	1134
2102	Beaba1|2609	PF07690	MFS_1	Major Facilitator Superfamily	4.4e-20	120	373
2103	Beaba1|261	PF00400	WD40	WD domain, G-beta repeat	0.0037	24	52
2104	Beaba1|261	PF00400	WD40	WD domain, G-beta repeat	0.047	60	94
2105	Beaba1|2611	PF12253	CAF1A	Chromatin assembly factor 1 subunit A	8.6e-23	355	430
2106	Beaba1|2613	PF07732	Cu-oxidase_3	Multicopper oxidase	4.1e-40	63	179
2107	Beaba1|2613	PF07731	Cu-oxidase_2	Multicopper oxidase	1e-37	403	526
2108	Beaba1|2613	PF00394	Cu-oxidase	Multicopper oxidase	1.8e-36	189	316
2109	Beaba1|2616	PF12796	Ank_2	Ankyrin repeats (3 copies)	3.8e-08	121	208
2110	Beaba1|2990	PF00432	Prenyltrans	Prenyltransferase and squalene oxidase repeat	2.2e-08	60	109
2111	Beaba1|2990	PF00432	Prenyltrans	Prenyltransferase and squalene oxidase repeat	5.4	126	141
2112	Beaba1|2990	PF00432	Prenyltrans	Prenyltransferase and squalene oxidase repeat	2.9e-08	186	228
2113	Beaba1|2990	PF00432	Prenyltrans	Prenyltransferase and squalene oxidase repeat	0.012	298	319
2114	Beaba1|2990	PF00432	Prenyltrans	Prenyltransferase and squalene oxidase repeat	2.6e-05	326	369
2115	Beaba1|2991	PF00106	adh_short	short chain dehydrogenase	6.5e-21	34	166
2116	Beaba1|2991	PF13561	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	1.3e-13	39	161
2117	Beaba1|2991	PF08659	KR	KR domain	1.1e-05	34	124
2118	Beaba1|2992	PF00488	MutS_V	MutS domain V	1.7e-60	584	772
2119	Beaba1|2992	PF05192	MutS_III	MutS domain III	9.2e-28	265	574
2120	Beaba1|2992	PF05190	MutS_IV	MutS family domain IV	1.6e-08	444	531
2121	Beaba1|2993	PF00400	WD40	WD domain, G-beta repeat	1.7e-11	540	577
2122	Beaba1|2993	PF00400	WD40	WD domain, G-beta repeat	8.1e-06	587	626
2123	Beaba1|2993	PF00400	WD40	WD domain, G-beta repeat	1e-05	633	668
2124	Beaba1|2993	PF00400	WD40	WD domain, G-beta repeat	7e-07	759	791
2125	Beaba1|2993	PF00400	WD40	WD domain, G-beta repeat	8.9e-07	796	833
2126	Beaba1|2993	PF00400	WD40	WD domain, G-beta repeat	4e-05	843	874
2127	Beaba1|2994	PF00982	Glyco_transf_20	Glycosyltransferase family 20	5.1e-166	161	613
2128	Beaba1|2994	PF02358	Trehalose_PPase	Trehalose-phosphatase	2.3e-40	648	889
2129	Beaba1|2995	PF01063	Aminotran_4	Amino-transferase class IV	9.2e-19	65	306
2130	Beaba1|2996	PF12296	HsbA	Hydrophobic surface binding protein A	7.3e-28	16	136
2131	Beaba1|2998	PF00958	GMP_synt_C	GMP synthase C terminal domain	5.6e-38	451	540
2132	Beaba1|2998	PF00117	GATase	Glutamine amidotransferase class-I	6.1e-35	19	202
2133	Beaba1|2998	PF02540	NAD_synthase	NAD synthase	1.2e-05	220	294
2134	Beaba1|2998	PF07722	Peptidase_C26	Peptidase C26	8.9e-06	82	186
2135	Beaba1|2999	PF06766	Hydrophobin_2	Fungal hydrophobin	3.6e-25	30	94
2136	Beaba1|30	PF00501	AMP-binding	AMP-binding enzyme	1.2e-85	52	468
2137	Beaba1|30	PF13193	AMP-binding_C	AMP-binding enzyme C-terminal domain	9.4e-16	477	558
2138	Beaba1|300	PF01285	TEA	TEA/ATTS domain	2.9e-26	145	230
2139	Beaba1|3000	PF00857	Isochorismatase	Isochorismatase family	2.2e-14	35	184
2140	Beaba1|3002	PF00067	p450	Cytochrome P450	4.1e-66	79	505
2141	Beaba1|3004	PF11807	DUF3328	Domain of unknown function (DUF3328)	1.4e-50	42	250
2142	Beaba1|3006	PF11807	DUF3328	Domain of unknown function (DUF3328)	1e-40	11	182
2143	Beaba1|3009	PF01467	CTP_transf_like	Cytidylyltransferase-like	2.8e-18	103	303
2144	Beaba1|301	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1e-08	6	68
2145	Beaba1|301	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	5.9e-18	323	392
2146	Beaba1|301	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2.3e-09	505	567
2147	Beaba1|301	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	4e-12	623	697
2148	Beaba1|301	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	3e-16	728	796
2149	Beaba1|3011	PF00388	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain	9e-46	105	273
2150	Beaba1|3011	PF00387	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain	4.8e-36	326	441
2151	Beaba1|3012	PF01408	GFO_IDH_MocA	Oxidoreductase family, NAD-binding Rossmann fold	4.8e-25	7	126
2152	Beaba1|3013	PF00083	Sugar_tr	Sugar (and other) transporter	1.1e-111	45	519
2153	Beaba1|3013	PF07690	MFS_1	Major Facilitator Superfamily	1.2e-19	47	373
2154	Beaba1|3014	PF10224	DUF2205	Short coiled-coil protein	7.6e-37	77	150
2155	Beaba1|3015	PF01185	Hydrophobin	Fungal hydrophobin	4e-11	39	131
2156	Beaba1|3016	PF01546	Peptidase_M20	Peptidase family M20/M25/M40	2.2e-17	118	408
2157	Beaba1|3016	PF07687	M20_dimer	Peptidase dimerisation domain	1e-17	225	329
2158	Beaba1|3017	PF01008	IF-2B	Initiation factor 2 subunit family	5e-80	46	365
2159	Beaba1|3018	PF12584	TRAPPC10	Trafficking protein particle complex subunit 10, TRAPPC10	5.4e-25	1327	1498
2160	Beaba1|302	PF13641	Glyco_tranf_2_3	Glycosyltransferase like family 2	6.8e-19	265	498
2161	Beaba1|302	PF13632	Glyco_trans_2_3	Glycosyl transferase family group 2	6.2e-18	365	551
2162	Beaba1|302	PF13506	Glyco_transf_21	Glycosyl transferase family 21	6.9e-12	360	497
2163	Beaba1|302	PF00535	Glycos_transf_2	Glycosyl transferase family 2	1.3e-11	267	445
2164	Beaba1|302	PF03552	Cellulose_synt	Cellulose synthase	1.3e-07	434	573
2165	Beaba1|3020	PF05821	NDUF_B8	NADH-ubiquinone oxidoreductase ASHI subunit (CI-ASHI or NDUFB8)	8e-10	65	107
2166	Beaba1|3021	PF00176	SNF2_N	SNF2 family N-terminal domain	1.6e-66	847	1129
2167	Beaba1|3021	PF00271	Helicase_C	Helicase conserved C-terminal domain	6.5e-18	1393	1505
2168	Beaba1|3021	PF04851	ResIII	Type III restriction enzyme, res subunit	1.6e-09	831	991
2169	Beaba1|3022	PF00069	Pkinase	Protein kinase domain	1.9e-66	40	287
2170	Beaba1|3022	PF07714	Pkinase_Tyr	Protein tyrosine kinase	3.3e-39	42	282
2171	Beaba1|3022	PF14531	Kinase-like	Kinase-like	3.4e-08	126	256
2172	Beaba1|3024	PF10311	Ilm1	Increased loss of mitochondrial DNA protein 1	5.5e-61	4	174
2173	Beaba1|3025	PF11905	DUF3425	Domain of unknown function (DUF3425)	6.1e-13	257	371
2174	Beaba1|3026	PF03583	LIP	Secretory lipase	3.7e-82	139	407
2175	Beaba1|3030	PF07690	MFS_1	Major Facilitator Superfamily	6.2e-33	58	440
2176	Beaba1|3030	PF00083	Sugar_tr	Sugar (and other) transporter	7.9e-11	88	336
2177	Beaba1|3030	PF06609	TRI12	Fungal trichothecene efflux pump (TRI12)	1.9e-06	76	229
2178	Beaba1|3031	PF03583	LIP	Secretory lipase	1.8e-50	132	402
2179	Beaba1|3032	PF00026	Asp	Eukaryotic aspartyl protease	2.8e-63	98	395
2180	Beaba1|3033	PF00350	Dynamin_N	Dynamin family	5e-31	63	252
2181	Beaba1|3033	PF01031	Dynamin_M	Dynamin central region	9.9e-17	276	541
2182	Beaba1|3033	PF01926	MMR_HSR1	50S ribosome-binding GTPase	0.00013	62	221
2183	Beaba1|3035	PF04148	Erv26	Transmembrane adaptor Erv26	1.2e-93	1	203
2184	Beaba1|3036	PF12589	WBS_methylT	Methyltransferase involved in Williams-Beuren syndrome	6.8e-15	220	277
2185	Beaba1|3036	PF08241	Methyltransf_11	Methyltransferase domain	5.8e-11	52	161
2186	Beaba1|3036	PF13649	Methyltransf_25	Methyltransferase domain	1.6e-09	51	130
2187	Beaba1|3036	PF01135	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	0.00034	32	91
2188	Beaba1|3037	PF00152	tRNA-synt_2	tRNA synthetases class II (D, K and N)	8.4e-76	242	589
2189	Beaba1|3037	PF01336	tRNA_anti-codon	OB-fold nucleic acid binding domain	2.1e-09	134	222
2190	Beaba1|3038	PF12146	Hydrolase_4	Serine aminopeptidase, S33	5.7e-08	54	289
2191	Beaba1|3038	PF12697	Abhydrolase_6	Alpha/beta hydrolase family	2.5e-06	60	292
2192	Beaba1|3038	PF02129	Peptidase_S15	X-Pro dipeptidyl-peptidase (S15 family)	0.00024	17	127
2193	Beaba1|3038	PF01738	DLH	Dienelactone hydrolase family	0.00024	89	138
2194	Beaba1|3039	PF01593	Amino_oxidase	Flavin containing amine oxidoreductase	9.8e-46	90	544
2195	Beaba1|3039	PF13450	NAD_binding_8	NAD(P)-binding Rossmann-like domain	1.6e-08	85	133
2196	Beaba1|304	PF01221	Dynein_light	Dynein light chain type 1	8.6e-40	17	99
2197	Beaba1|3040	PF04828	GFA	Glutathione-dependent formaldehyde-activating enzyme	3.9e-24	25	117
2198	Beaba1|3041	PF00180	Iso_dh	Isocitrate/isopropylmalate dehydrogenase	2.7e-81	44	371
2199	Beaba1|3042	PF00069	Pkinase	Protein kinase domain	1.2e-68	21	271
2200	Beaba1|3042	PF07714	Pkinase_Tyr	Protein tyrosine kinase	1.5e-50	26	267
2201	Beaba1|3043	PF13899	Thioredoxin_7	Thioredoxin-like	3.9e-15	246	333
2202	Beaba1|3043	PF14555	UBA_4	UBA-like domain	8.5e-13	3	43
2203	Beaba1|3043	PF00789	UBX	UBX domain	3.4e-07	477	553
2204	Beaba1|3044	PF00083	Sugar_tr	Sugar (and other) transporter	9.3e-108	24	479
2205	Beaba1|3044	PF07690	MFS_1	Major Facilitator Superfamily	1.6e-10	60	332
2206	Beaba1|3045	PF00583	Acetyltransf_1	Acetyltransferase (GNAT) family	1.2e-06	82	198
2207	Beaba1|3047	PF01680	SOR_SNZ	SOR/SNZ family	2.3e-105	21	230
2208	Beaba1|3047	PF05690	ThiG	Thiazole biosynthesis protein ThiG	3.4e-07	217	274
2209	Beaba1|3048	PF01174	SNO	SNO glutamine amidotransferase family	1.1e-54	10	232
2210	Beaba1|3048	PF07685	GATase_3	CobB/CobQ-like glutamine amidotransferase domain	8.3e-07	41	124
2211	Beaba1|3049	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.6e-08	50	115
2212	Beaba1|3049	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.5e-14	143	213
2213	Beaba1|3049	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.4e-16	276	339
2214	Beaba1|305	PF00067	p450	Cytochrome P450	1.1e-61	97	517
2215	Beaba1|3050	PF13001	Ecm29	Proteasome stabiliser	2.4e-144	14	511
2216	Beaba1|3051	PF07690	MFS_1	Major Facilitator Superfamily	1.1e-36	134	521
2217	Beaba1|3051	PF00083	Sugar_tr	Sugar (and other) transporter	3.9e-17	156	374
2218	Beaba1|3052	PF01546	Peptidase_M20	Peptidase family M20/M25/M40	5.3e-30	138	552
2219	Beaba1|3052	PF07687	M20_dimer	Peptidase dimerisation domain	1.7e-08	259	410
2220	Beaba1|3053	PF00005	ABC_tran	ABC transporter	7.1e-33	457	607
2221	Beaba1|3053	PF00664	ABC_membrane	ABC transporter transmembrane region	1.4e-21	117	389
2222	Beaba1|3054	PF06738	ThrE	Putative threonine/serine exporter	1.6e-68	417	660
2223	Beaba1|3054	PF12821	ThrE_2	Threonine/Serine exporter, ThrE	3.2e-06	684	754
2224	Beaba1|3055	PF04982	HPP	HPP family	6.5e-39	86	210
2225	Beaba1|3056	PF02902	Peptidase_C48	Ulp1 protease family, C-terminal catalytic domain	4.6e-18	40	192
2226	Beaba1|3057	PF15341	SLX9	Ribosome biogenesis protein SLX9	2.4e-35	40	192
2227	Beaba1|3058	PF07080	DUF1348	Protein of unknown function (DUF1348)	7.6e-64	10	139
2228	Beaba1|3058	PF12680	SnoaL_2	SnoaL-like domain	8.3e-08	22	119
2229	Beaba1|3059	PF00899	ThiF	ThiF family	7.3e-61	58	314
2230	Beaba1|3059	PF00581	Rhodanese	Rhodanese-like domain	4.7e-11	361	466
2231	Beaba1|306	PF00271	Helicase_C	Helicase conserved C-terminal domain	5.2e-25	503	604
2232	Beaba1|306	PF00270	DEAD	DEAD/DEAH box helicase	2.7e-15	225	317
2233	Beaba1|306	PF00270	DEAD	DEAD/DEAH box helicase	1.7e-07	354	433
2234	Beaba1|3060	PF08566	Pam17	Mitochondrial import protein Pam17	5.6e-62	98	251
2235	Beaba1|3062	PF01375	Enterotoxin_a	Heat-labile enterotoxin alpha chain	6.8e-47	30	214
2236	Beaba1|3063	PF00385	Chromo	Chromo (CHRromatin Organisation MOdifier) domain	1.1e-08	325	377
2237	Beaba1|3067	PF07519	Tannase	Tannase and feruloyl esterase	2.7e-101	75	550
2238	Beaba1|3068	PF01375	Enterotoxin_a	Heat-labile enterotoxin alpha chain	6.1e-11	124	294
2239	Beaba1|3069	PF01210	NAD_Gly3P_dh_N	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	2.2e-44	15	196
2240	Beaba1|3069	PF07479	NAD_Gly3P_dh_C	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus	2e-39	266	412
2241	Beaba1|307	PF10287	DUF2401	Putative TOS1-like glycosyl hydrolase (DUF2401)	1.7e-87	216	433
2242	Beaba1|307	PF10290	DUF2403	Glycine-rich protein domain (DUF2403)	4.9e-26	44	103
2243	Beaba1|3071	PF06766	Hydrophobin_2	Fungal hydrophobin	4.1e-29	30	94
2244	Beaba1|3072	PF01794	Ferric_reduct	Ferric reductase like transmembrane component	2e-23	292	409
2245	Beaba1|3072	PF08022	FAD_binding_8	FAD-binding domain	5.2e-10	462	581
2246	Beaba1|3073	PF01965	DJ-1_PfpI	DJ-1/PfpI family	1.7e-11	52	196
2247	Beaba1|3075	PF14701	hDGE_amylase	Glycogen debranching enzyme, glucanotransferase domain	3.8e-175	142	584
2248	Beaba1|3075	PF06202	GDE_C	Amylo-alpha-1,6-glucosidase	2.7e-118	1068	1532
2249	Beaba1|3075	PF14702	hGDE_central	Central domain of human glycogen debranching enzyme	8.1e-86	744	988
2250	Beaba1|3075	PF14699	hGDE_N	N-terminal domain from the human glycogen debranching enzyme	4.6e-31	41	138
2251	Beaba1|3077	PF02714	RSN1_7TM	Calcium-dependent channel, 7TM region, putative phosphate	3.7e-75	447	721
2252	Beaba1|3077	PF13967	RSN1_TM	Late exocytosis, associated with Golgi transport	3.6e-35	28	207
2253	Beaba1|3077	PF14703	PHM7_cyt	Cytosolic domain of 10TM putative phosphate transporter	1.1e-34	228	436
2254	Beaba1|3078	PF00067	p450	Cytochrome P450	1.2e-35	171	486
2255	Beaba1|308	PF00152	tRNA-synt_2	tRNA synthetases class II (D, K and N)	1.5e-54	180	475
2256	Beaba1|308	PF00152	tRNA-synt_2	tRNA synthetases class II (D, K and N)	1.1e-09	532	608
2257	Beaba1|308	PF01336	tRNA_anti-codon	OB-fold nucleic acid binding domain	2.9e-06	75	160
2258	Beaba1|5130	PF00439	Bromodomain	Bromodomain	2.2e-16	359	428
2259	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	3.1e-07	226	302
2260	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	1.9e-08	251	337
2261	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	3e-10	321	408
2262	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	2.6e-11	350	440
2263	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	4.1e-14	418	508
2264	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	2.4e-16	482	571
2265	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	1.5e-10	544	604
2266	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	3.1e-06	576	637
2267	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	4.6e-11	614	708
2268	Beaba1|5131	PF12796	Ank_2	Ankyrin repeats (3 copies)	4.8e-07	779	857
2269	Beaba1|5131	PF13637	Ank_4	Ankyrin repeats (many copies)	6.7e-06	346	398
2270	Beaba1|5131	PF13637	Ank_4	Ankyrin repeats (many copies)	4.2e-09	480	529
2271	Beaba1|5131	PF13637	Ank_4	Ankyrin repeats (many copies)	8.3e-06	545	586
2272	Beaba1|5131	PF13637	Ank_4	Ankyrin repeats (many copies)	3.8e-07	610	662
2273	Beaba1|5131	PF13637	Ank_4	Ankyrin repeats (many copies)	1.6e-07	786	825
2274	Beaba1|5131	PF13606	Ank_3	Ankyrin repeat	9.2e-05	478	505
2275	Beaba1|5131	PF13606	Ank_3	Ankyrin repeat	0.0029	545	570
2276	Beaba1|5131	PF13606	Ank_3	Ankyrin repeat	5.4e-05	785	811
2277	Beaba1|5131	PF13857	Ank_5	Ankyrin repeats (many copies)	5.8e-09	464	518
2278	Beaba1|5131	PF13857	Ank_5	Ankyrin repeats (many copies)	2.8e-07	546	584
2279	Beaba1|5131	PF13857	Ank_5	Ankyrin repeats (many copies)	4e-11	628	680
2280	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.026	247	279
2281	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.00021	478	508
2282	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.021	510	532
2283	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.0018	545	572
2284	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.0093	577	605
2285	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.022	609	638
2286	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.022	642	671
2287	Beaba1|5131	PF00023	Ank	Ankyrin repeat	0.021	712	738
2288	Beaba1|5133	PF00293	NUDIX	NUDIX domain	2.7e-26	78	225
2289	Beaba1|5134	PF08423	Rad51	Rad51	7.7e-10	70	277
2290	Beaba1|5134	PF06745	ATPase	KaiC	2.1e-07	42	107
2291	Beaba1|5134	PF00154	RecA	recA bacterial DNA recombination protein	6.6e-06	70	112
2292	Beaba1|5135	PF00903	Glyoxalase	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	1.4e-06	11	124
2293	Beaba1|5136	PF00096	zf-C2H2	Zinc finger, C2H2 type	0.00042	33	55
2294	Beaba1|5136	PF00096	zf-C2H2	Zinc finger, C2H2 type	0.0024	62	85
2295	Beaba1|5137	PF08294	TIM21	TIM21	7.8e-46	68	212
2296	Beaba1|5138	PF01412	ArfGap	Putative GTPase activating protein for Arf	2.7e-34	13	123
2297	Beaba1|5139	PF03060	NMO	Nitronate monooxygenase	2.7e-56	9	323
2298	Beaba1|5139	PF00478	IMPDH	IMP dehydrogenase / GMP reductase domain	3.9e-12	6	242
2299	Beaba1|5140	PF00809	Pterin_bind	Pterin binding enzyme	1.7e-44	310	450
2300	Beaba1|5140	PF00809	Pterin_bind	Pterin binding enzyme	3.2e-15	459	530
2301	Beaba1|5140	PF01288	HPPK	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	7.2e-36	131	258
2302	Beaba1|5141	PF05224	NDT80_PhoG	NDT80 / PhoG like DNA-binding  family	2.9e-31	131	320
2303	Beaba1|5143	PF00005	ABC_tran	ABC transporter	2.6e-20	65	309
2304	Beaba1|5143	PF00005	ABC_tran	ABC transporter	5.8e-20	499	637
