#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","JAACLJ010000009.1",558343,559422,"-",,,"GQ602_007084","KAF4580947.1",359,"Vacuolar morphogenesis protein 7 like protein"
"Un","JAACLJ010000009.1",559916,560511,"-",,,"GQ602_007085","KAF4580948.1",181,"hypothetical protein GQ602_007085"
"Un","JAACLJ010000009.1",563073,568851,"-",,,"GQ602_007086","KAF4580949.1",1502,"NACHT domain protein"
"Un","JAACLJ010000009.1",569755,570479,"+",,,"GQ602_007087","KAF4580950.1",217,"cyclin-dependent kinase"
"Un","JAACLJ010000009.1",570701,571096,"-",,,"GQ602_007088","KAF4580951.1",131,"RTA1 like protein"
"Un","JAACLJ010000009.1",572053,573193,"-",,,"GQ602_007089","KAF4580952.1",362,"GPI anchored serine-rich protein"
"Un","JAACLJ010000009.1",574711,577941,"+",,,"GQ602_007090","KAF4580953.1",1022,"tRNA exportin"
"Un","JAACLJ010000009.1",578996,580654,"+",,,"GQ602_007091","KAF4580954.1",552,"Alpha/beta hydrolase fold-1"
"Un","JAACLJ010000009.1",582023,585902,"-",,,"GQ602_007092","KAF4580955.1",1156,"Tetratricopeptide-like helical"
"Un","JAACLJ010000009.1",586727,589136,"+",,,"GQ602_007093","KAF4580956.1",782,"Pre-rRNA-processing protein rix1"
"Un","JAACLJ010000009.1",589644,590474,"-",,,"GQ602_007094","KAF4580957.1",276,"WW domain-containing protein C2F3.14c"
"Un","JAACLJ010000009.1",596231,597593,"+",,,"GQ602_007095","KAF4580958.1",380,"MEAB protein"
"Un","JAACLJ010000009.1",598718,600772,"+",,,"GQ602_007096","KAF4580959.1",663,"erythromycin esterase"
"Un","JAACLJ010000009.1",601185,601992,"+",,,"GQ602_007097","KAF4580960.1",248,"hypothetical protein GQ602_007097"
"Un","JAACLJ010000009.1",602557,603952,"+",,,"GQ602_007098","KAF4580961.1",326,"elicitor protein"
"Un","JAACLJ010000009.1",604531,605892,"-",,,"GQ602_007099","KAF4580962.1",366,"3-isopropylmalate dehydrogenase"
"Un","JAACLJ010000009.1",606360,608661,"-",,,"GQ602_007100","KAF4580963.1",715,"PHD finger domain protein"
"Un","JAACLJ010000009.1",612441,614505,"-",,,"GQ602_007101","KAF4580964.1",612,"Meiotic expression up-regulated protein 26"
"Un","JAACLJ010000009.1",619958,620677,"-",,,"GQ602_007102","KAF4580965.1",239,"hypothetical protein GQ602_007102"
"Un","JAACLJ010000009.1",621508,623873,"+",,,"GQ602_007103","KAF4580966.1",747,"Actin-like protein"
"Un","JAACLJ010000009.1",624206,626108,"+",,,"GQ602_007104","KAF4580967.1",592,"Major facilitator superfamily domain, general substrate transporter"
"Un","JAACLJ010000009.1",629628,631603,"+",,,"GQ602_007105","KAF4580968.1",638,"repetitive proline-rich cell wall protein"
"Un","JAACLJ010000009.1",632660,633004,"+",,,"GQ602_007106","KAF4580969.1",114,"Short-chain type dehydrogenase/reductase"
"Un","JAACLJ010000009.1",634230,634811,"+",,,"GQ602_007107","KAF4580970.1",134,"Mediator of RNA polymerase II transcription subunit 10"
"Un","JAACLJ010000009.1",635289,637727,"-",,,"GQ602_007108","KAF4580971.1",756,"DNAJ domain containing protein"
"Un","JAACLJ010000009.1",639134,640479,"-",,,"GQ602_007109","KAF4580972.1",343,"EF-hand-like domain protein"
"Un","JAACLJ010000009.1",641010,643720,"+",,,"GQ602_007110","KAF4580973.1",863,"spindle pole body interacting protein"
"Un","JAACLJ010000009.1",644052,645961,"-",,,"GQ602_007111","KAF4580974.1",246,"S-formylglutathione hydrolase"
"Un","JAACLJ010000009.1",646666,647252,"-",,,"GQ602_007112","KAF4580975.1",152,"DNA-directed RNA polymerase, subunit K/RPABC2"
"Un","JAACLJ010000009.1",647736,649235,"+",,,"GQ602_007113","KAF4580976.1",499,"Transcription factor IIIA"
"Un","JAACLJ010000009.1",649942,651765,"-",,,"GQ602_007114","KAF4580977.1",516,"vacuolar Zn-iron permease"
"Un","JAACLJ010000009.1",653881,654933,"+",,,"GQ602_007115","KAF4580978.1",350,"Mitochondrial nuclease"
"Un","JAACLJ010000009.1",655266,657232,"-",,,"GQ602_007116","KAF4580979.1",608,"protein PFS2"
"Un","JAACLJ010000009.1",657422,657937,"+",,,"GQ602_007117","KAF4580980.1",74,"hypothetical protein GQ602_007117"
"Un","JAACLJ010000009.1",658208,659899,"+",,,"GQ602_007118","KAF4580981.1",488,"diacylglycerol O-acyltransferase"
"Un","JAACLJ010000009.1",660068,660841,"-",,,"GQ602_007119","KAF4580982.1",257,"protein-S-isoprenylcysteine O-methyltransferase"
"Un","JAACLJ010000009.1",661404,661886,"-",,,"GQ602_007120","KAF4580983.1",142,"Transmembrane protein 170"
"Un","JAACLJ010000009.1",662079,664100,"+",,,"GQ602_007121","KAF4580984.1",673,"peroxisomal membrane protein Pex17"
"Un","JAACLJ010000009.1",664265,665281,"+",,,"GQ602_007122","KAF4580985.1",338,"hypothetical protein GQ602_007122"
"Un","JAACLJ010000009.1",665850,666871,"+",,,"GQ602_007123","KAF4580986.1",323,"Stress protein DDR48"
"Un","JAACLJ010000009.1",667098,668977,"-",,,"GQ602_007124","KAF4580987.1",603,"phosphatidyl inositol-specific phospholipase C"
"Un","JAACLJ010000009.1",669705,670651,"+",,,"GQ602_007125","KAF4580988.1",279,"Trimethylguanosine synthase"
"Un","JAACLJ010000009.1",670948,673591,"+",,,"GQ602_007126","KAF4580989.1",720,"kelch repeats protein"
"Un","JAACLJ010000009.1",674182,674960,"-",,,"GQ602_007127","KAF4580990.1",236,"Peptidase C15, pyroglutamyl peptidase I-like protein"
"Un","JAACLJ010000009.1",675589,676416,"+",,,"GQ602_007128","KAF4580991.1",235,"2-deoxyglucose-6-phosphate phosphatase"
"Un","JAACLJ010000009.1",684556,686062,"+",,,"GQ602_007129","KAF4580992.1",469,"Homeodomain-like protein"
"Un","JAACLJ010000009.1",687564,690389,"+",,,"GQ602_007130","KAF4580993.1",858,"DNA replication regulator Sld3"
"Un","JAACLJ010000009.1",690927,692776,"-",,,"GQ602_007131","KAF4580994.1",598,"TRAPP trafficking subunit trs65 domain-containing protein"
"Un","JAACLJ010000009.1",693460,696289,"+",,,"GQ602_007132","KAF4580995.1",831,"pre-mRNA-processing protein prp40"
"Un","JAACLJ010000009.1",697086,698125,"-",,,"GQ602_007133","KAF4580996.1",321,"myo-inositol-1(or 4)-monophosphatase"
"Un","JAACLJ010000009.1",698693,704078,"-",,,"GQ602_007134","KAF4580997.1",1714,"Chromo domain-containing protein 1"
"Un","JAACLJ010000009.1",706433,708472,"+",,,"GQ602_007135","KAF4580998.1",608,"Translation initiation factor RLI1"
"Un","JAACLJ010000009.1",710671,715705,"-",,,"GQ602_007136","KAF4580999.1",1266,"ATPase, AAA-type, core"
"Un","JAACLJ010000009.1",716167,718863,"+",,,"GQ602_007137","KAF4581000.1",815,"DNA replication licensing factor mcm7"
"Un","JAACLJ010000009.1",719091,720559,"-",,,"GQ602_007138","KAF4581001.1",465,"ribosomal protein DAP3"
"Un","JAACLJ010000009.1",720825,721433,"+",,,"GQ602_007139","KAF4581002.1",202,"Regulator of ribosome biosynthesis"
"Un","JAACLJ010000009.1",722251,724487,"-",,,"GQ602_007140","KAF4581003.1",677,"RhoGAP domain containing protein"
"Un","JAACLJ010000009.1",726688,727736,"+",,,"GQ602_007141","KAF4581004.1",329,"geranylgeranyltransferase beta subunit"
"Un","JAACLJ010000009.1",728381,730750,"+",,,"GQ602_007142","KAF4581005.1",590,"geranylgeranyltransferase beta subunit"
"Un","JAACLJ010000009.1",731526,734861,"-",,,"GQ602_007143","KAF4581006.1",1070,"DNA mismatch repair protein MSH3"
"Un","JAACLJ010000009.1",735760,739465,"+",,,"GQ602_007144","KAF4581007.1",1182,"Fso1-like protein"
"Un","JAACLJ010000009.1",739749,740634,"-",,,"GQ602_007145","KAF4581008.1",267,"phosphomannomutase"
"Un","JAACLJ010000009.1",741139,743968,"-",,,"GQ602_007146","KAF4581009.1",923,"Ca2+ transporter"
"Un","JAACLJ010000009.1",745050,747595,"+",,,"GQ602_007147","KAF4581010.1",775,"condensin complex component cnd2"
"Un","JAACLJ010000009.1",748130,749955,"-",,,"GQ602_007148","KAF4581011.1",494,"high-mobility group 20A"
"Un","JAACLJ010000009.1",751584,751960,"+",,,"GQ602_007149","KAF4581012.1",76,"hypothetical protein GQ602_007149"
"Un","JAACLJ010000009.1",753330,757456,"-",,,"GQ602_007150","KAF4581013.1",1283,"histidine kinase 1"
"Un","JAACLJ010000009.1",761077,765234,"-",,,"GQ602_007151","KAF4581014.1",1346,"C2 domain containing protein"
"Un","JAACLJ010000009.1",766831,770441,"+",,,"GQ602_007152","KAF4581015.1",1110,"centaurin beta"
"Un","JAACLJ010000009.1",771616,773899,"+",,,"GQ602_007153","KAF4581016.1",668,"CAMK/RAD53 protein kinase"
"Un","JAACLJ010000009.1",774470,775831,"+",,,"GQ602_007154","KAF4581017.1",433,"Eukaryotic translation initiation factor 3 subunit M"
"Un","JAACLJ010000009.1",776332,777351,"-",,,"GQ602_007155","KAF4581018.1",314,"Uridylate kinase"
"Un","JAACLJ010000009.1",777866,779222,"-",,,"GQ602_007156","KAF4581019.1",342,"serine protease"
"Un","JAACLJ010000009.1",781153,782077,"+",,,"GQ602_007157","KAF4581020.1",284,"DNA topoisomerase 3-alpha"
"Un","JAACLJ010000009.1",782386,784638,"-",,,"GQ602_007158","KAF4581021.1",646,"succinate dehydrogenase flavoprotein subunit"
"Un","JAACLJ010000009.1",785241,785635,"+",,,"GQ602_007159","KAF4581022.1",87,"b protein"
"Un","JAACLJ010000009.1",785994,787352,"-",,,"GQ602_007160","KAF4581023.1",394,"integral membrane protein"
"Un","JAACLJ010000009.1",788282,790787,"+",,,"GQ602_007161","KAF4581024.1",696,"vacuolar protein sorting-associated protein 9a"
"Un","JAACLJ010000009.1",791649,793568,"-",,,"GQ602_007162","KAF4581025.1",639,"Transient receptor potential (TRP) domain containing protein"
"Un","JAACLJ010000009.1",795427,798744,"-",,,"GQ602_007163","KAF4581026.1",1105,"C2H2 finger domain-containing protein"
"Un","JAACLJ010000009.1",800610,801215,"+",,,"GQ602_007164","KAF4581027.1",136,"hypothetical protein GQ602_007164"
"Un","JAACLJ010000009.1",802068,803559,"-",,,"GQ602_007165","KAF4581028.1",452,"Fungal Zn binuclear cluster domain containing protein"
"Un","JAACLJ010000009.1",810478,812007,"-",,,"GQ602_007166","KAF4581029.1",374,"hypothetical protein GQ602_007166"
"Un","JAACLJ010000009.1",812544,813867,"+",,,"GQ602_007167","KAF4581030.1",394,"Protein phosphatase methylesterase 1"
"Un","JAACLJ010000009.1",814581,815243,"-",,,"GQ602_007168","KAF4581031.1",220,"hypothetical protein GQ602_007168"
"Un","JAACLJ010000009.1",817476,818011,"+",,,"GQ602_007169","KAF4581032.1",157,"cell wall protein"
"Un","JAACLJ010000009.1",818496,819507,"+",,,"GQ602_007170","KAF4581033.1",256,"ribulose-phosphate 3-epimerase"
"Un","JAACLJ010000009.1",819518,820774,"-",,,"GQ602_007171","KAF4581034.1",400,"Pyridoxal phosphate-dependent transferase, major domain protein"
"Un","JAACLJ010000009.1",821275,823230,"+",,,"GQ602_007172","KAF4581035.1",632,"Prolyl 3,4-dihydroxylase ofd1"
"Un","JAACLJ010000009.1",823925,824899,"-",,,"GQ602_007173","KAF4581036.1",324,"hypothetical protein GQ602_007173"
"Un","JAACLJ010000009.1",826946,830194,"+",,,"GQ602_007174","KAF4581037.1",957,"RNAPII degradation factor Def1"
"Un","JAACLJ010000009.1",831090,835380,"-",,,"GQ602_007175","KAF4581038.1",1383,"ATPase, P-type, phospholipid-translocating, flippase"
"Un","JAACLJ010000009.1",836516,837673,"-",,,"GQ602_007176","KAF4581039.1",385,"L-asparaginase 2-1"
"Un","JAACLJ010000009.1",839252,841496,"-",,,"GQ602_007177","KAF4581040.1",424,"transcription initiation protein"
"Un","JAACLJ010000009.1",842067,843354,"+",,,"GQ602_007178","KAF4581041.1",410,"anthranilate phosphoribosyltransferase"
"Un","JAACLJ010000009.1",843659,845186,"+",,,"GQ602_007179","KAF4581042.1",428,"CAIB/BAIF family enzyme"
"Un","JAACLJ010000009.1",845530,846822,"+",,,"GQ602_007180","KAF4581043.1",352,"hypothetical protein GQ602_007180"
"Un","JAACLJ010000009.1",847521,848138,"-",,,"GQ602_007181","KAF4581044.1",205,"DUF1640 domain-containing protein"
"Un","JAACLJ010000009.1",849370,851125,"-",,,"GQ602_007182","KAF4581045.1",530,"asparagine synthase-like protein"
"Un","JAACLJ010000009.1",853168,855426,"+",,,"GQ602_007183","KAF4581046.1",665,"putative enterotoxin"
"Un","JAACLJ010000009.1",856040,859695,"-",,,"GQ602_007184","KAF4581047.1",796,"zinc finger transcription factor ace1"
"Un","JAACLJ010000009.1",861151,862566,"-",,,"GQ602_007185","KAF4581048.1",426,"glycosyltransferase family 69 protein"
"Un","JAACLJ010000009.1",864687,865151,"+",,,"GQ602_007186","KAF4581049.1",154,"hypothetical protein GQ602_007186"
"Un","JAACLJ010000009.1",865638,868099,"-",,,"GQ602_007187","KAF4581050.1",779,"Dolichyl-phosphate-mannose--protein mannosyltransferase 4"
"Un","JAACLJ010000009.1",869288,869861,"+",,,"GQ602_007188","KAF4581051.1",126,"protein HMF1"
"Un","JAACLJ010000009.1",870043,871239,"-",,,"GQ602_007189","KAF4581052.1",363,"ARP2/3 actin-organizing complex subunit Sop2"
"Un","JAACLJ010000009.1",871587,872295,"+",,,"GQ602_007190","KAF4581053.1",197,"Nucleotide-binding, alpha-beta plait"
"Un","JAACLJ010000009.1",872358,873160,"-",,,"GQ602_007191","KAF4581054.1",230,"autophagy-like protein 3"
"Un","JAACLJ010000009.1",873539,878540,"+",,,"GQ602_007192","KAF4581055.1",1246,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"Un","JAACLJ010000009.1",879162,880937,"-",,,"GQ602_007193","KAF4581056.1",568,"NTF2-like protein"
"Un","JAACLJ010000009.1",882967,887563,"+",,,"GQ602_007194","KAF4581057.1",1508,"vacuolar sorting protein"
"Un","JAACLJ010000009.1",888247,889233,"-",,,"GQ602_007195","KAF4581058.1",328,"proteinrelated to Gim complex component GIM4"
"Un","JAACLJ010000009.1",889265,890537,"-",,,"GQ602_007196","KAF4581059.1",104,"hypothetical protein GQ602_007196"
"Un","JAACLJ010000009.1",892813,896076,"+",,,"GQ602_007197","KAF4581060.1",956,"Mediator of RNA polymerase II transcription subunit 16"
"Un","JAACLJ010000009.1",898273,901457,"+",,,"GQ602_007198","KAF4581061.1",1039,"intracellular protein transport-like protein"
"Un","JAACLJ010000009.1",902363,904311,"+",,,"GQ602_007199","KAF4581062.1",615,"DNA-directed DNA polymerase X"
"Un","JAACLJ010000009.1",904941,905888,"+",,,"GQ602_007200","KAF4581063.1",225,"Peroxisomal membrane protein 4"
"Un","JAACLJ010000009.1",906404,907739,"+",,,"GQ602_007201","KAF4581064.1",415,"COP9 signalosome complex subunit 4"
"Un","JAACLJ010000009.1",908208,908606,"-",,,"GQ602_007202","KAF4581065.1",85,"GDSL-like lipase/acylhydrolase"
"Un","JAACLJ010000009.1",909517,911979,"-",,,"GQ602_007203","KAF4581066.1",820,"cell cycle checkpoint protein RAD17"
"Un","JAACLJ010000009.1",912242,913544,"-",,,"GQ602_007204","KAF4581067.1",401,"Cell cycle checkpoint protein RAD17"
"Un","JAACLJ010000009.1",913830,915305,"+",,,"GQ602_007205","KAF4581068.1",448,"Ubiquitin-conjugating enzyme E2C-binding protein"
"Un","JAACLJ010000009.1",915603,921654,"+",,,"GQ602_007206","KAF4581069.1",1696,"SNF2 family helicase"
"Un","JAACLJ010000009.1",922193,924737,"-",,,"GQ602_007207","KAF4581070.1",825,"choriogenin hminor"
"Un","JAACLJ010000009.1",924757,925536,"-",,,"GQ602_007208","KAF4581071.1",259,"hypothetical protein GQ602_007208"
"Un","JAACLJ010000009.1",928960,930990,"+",,,"GQ602_007209","KAF4581072.1",574,"hypothetical protein GQ602_007209"
"Un","JAACLJ010000009.1",931124,932942,"-",,,"GQ602_007210","KAF4581073.1",585,"Retrograde regulation protein 2"
"Un","JAACLJ010000009.1",933129,933540,"-",,,"GQ602_007211","KAF4581074.1",104,"hypothetical protein GQ602_007211"
"Un","JAACLJ010000009.1",934348,936141,"+",,,"GQ602_007212","KAF4581075.1",597,"hypothetical protein GQ602_007212"
"Un","JAACLJ010000009.1",938748,940781,"-",,,"GQ602_007213","KAF4581076.1",637,"hypothetical protein GQ602_007213"
"Un","JAACLJ010000009.1",941552,942977,"-",,,"GQ602_007214","KAF4581077.1",438,"annexin-like protein"
"Un","JAACLJ010000009.1",943961,944784,"+",,,"GQ602_007215","KAF4581078.1",254,"hypothetical protein GQ602_007215"
"Un","JAACLJ010000009.1",945204,946448,"+",,,"GQ602_007216","KAF4581079.1",350,"NAD(P)-binding protein"
"Un","JAACLJ010000009.1",947258,949128,"+",,,"GQ602_007217","KAF4581080.1",573,"large tegument protein UL36"
"Un","JAACLJ010000009.1",949324,950412,"-",,,"GQ602_007218","KAF4581081.1",362,"hypothetical protein GQ602_007218"
"Un","JAACLJ010000009.1",951214,952397,"+",,,"GQ602_007219","KAF4581082.1",374,"hypothetical protein GQ602_007219"
"Un","JAACLJ010000009.1",952861,953488,"-",,,"GQ602_007220","KAF4581083.1",184,"ribosomal protein subunit L37"
"Un","JAACLJ010000009.1",953807,954279,"-",,,"GQ602_007221","KAF4581084.1",127,"nadh dehydrogenase"
"Un","JAACLJ010000009.1",954967,956639,"+",,,"GQ602_007222","KAF4581085.1",517,"cutinase negative acting protein"
"Un","JAACLJ010000009.1",958215,959426,"+",,,"GQ602_007223","KAF4581086.1",386,"hypothetical protein GQ602_007223"
"Un","JAACLJ010000009.1",959915,961602,"+",,,"GQ602_007224","KAF4581087.1",523,"cytochrome P450 51B"
"Un","JAACLJ010000009.1",961946,962426,"+",,,"GQ602_007225","KAF4581088.1",141,"START-like domain-containing protein"
"Un","JAACLJ010000009.1",966086,966508,"-",,,"GQ602_007226","KAF4581089.1",122,"hypothetical protein GQ602_007226"
"Un","JAACLJ010000009.1",975950,977342,"+",,,"GQ602_007227","KAF4581090.1",416,"metalloprotease 1"
"Un","JAACLJ010000009.1",977728,978027,"+",,,"GQ602_007228","KAF4581091.1",99,"hypothetical protein GQ602_007228"
"Un","JAACLJ010000009.1",978193,978774,"-",,,"GQ602_007229","KAF4581092.1",193,"hypothetical protein GQ602_007229"
"Un","JAACLJ010000009.1",980295,981278,"+",,,"GQ602_007230","KAF4581093.1",327,"Cupin, RmlC-type"
"Un","JAACLJ010000009.1",982864,983222,"+",,,"GQ602_007231","KAF4581094.1",100,"hypothetical protein GQ602_007231"
"Un","JAACLJ010000009.1",983398,985543,"-",,,"GQ602_007232","KAF4581095.1",308,"multicopper oxidase"
"Un","JAACLJ010000009.1",985604,987023,"+",,,"GQ602_007233","KAF4581096.1",153,"antagonist of mitotic exit network domain protein"
"Un","JAACLJ010000009.1",987315,988205,"-",,,"GQ602_007234","KAF4581097.1",296,"RNase H domain protein"
"Un","JAACLJ010000009.1",989628,993134,"+",,,"GQ602_007235","KAF4581098.1",703,"Heat-labile enterotoxin IIB, A chain"
"Un","JAACLJ010000009.1",993378,994949,"-",,,"GQ602_007236","KAF4581099.1",523,"Transcription initiation factor TFIID subunit 7"
"Un","JAACLJ010000009.1",995358,997140,"-",,,"GQ602_007237","KAF4581100.1",540,"hypothetical protein GQ602_007237"
"Un","JAACLJ010000009.1",998455,1001203,"-",,,"GQ602_007238","KAF4581101.1",893,"kinesin"
"Un","JAACLJ010000009.1",1004176,1005219,"-",,,"GQ602_007239","KAF4581102.1",347,"hypothetical protein GQ602_007239"
"Un","JAACLJ010000009.1",1006093,1009420,"-",,,"GQ602_007240","KAF4581103.1",1032,"sulfate transporter family protein"
"Un","JAACLJ010000009.1",1010407,1011302,"-",,,"GQ602_007241","KAF4581104.1",236,"DNA replication complex GINS protein PSF1"
"Un","JAACLJ010000009.1",1011798,1012295,"-",,,"GQ602_007242","KAF4581105.1",70,"hypothetical protein GQ602_007242"
"Un","JAACLJ010000009.1",1012473,1013922,"+",,,"GQ602_007243","KAF4581106.1",380,"26S proteasome complex ubiquitin receptor, subunit Rpn13"
"Un","JAACLJ010000009.1",1014402,1015592,"+",,,"GQ602_007244","KAF4581107.1",378,"RNA recognition motif family protein"
"Un","JAACLJ010000009.1",1015654,1016636,"-",,,"GQ602_007245","KAF4581108.1",300,"hypothetical protein GQ602_007245"
"Un","JAACLJ010000009.1",1017990,1020506,"+",,,"GQ602_007246","KAF4581109.1",838,"major facilitator superfamily transporter"
"Un","JAACLJ010000009.1",1021186,1021914,"-",,,"GQ602_007247","KAF4581110.1",201,"endosomal P24B protein"
"Un","JAACLJ010000009.1",1023234,1023972,"+",,,"GQ602_007248","KAF4581111.1",186,"ADP-ribosylation factor"
"Un","JAACLJ010000009.1",1025099,1027462,"-",,,"GQ602_007249","KAF4581112.1",787,"heat shock protein 78"
"Un","JAACLJ010000009.1",1027863,1028797,"+",,,"GQ602_007250","KAF4581113.1",200,"50s ribosomal protein l6e"
"Un","JAACLJ010000009.1",1030479,1031153,"+",,,"GQ602_007251","KAF4581114.1",200,"glucokinase"
"Un","JAACLJ010000009.1",1031354,1032863,"-",,,"GQ602_007252","KAF4581115.1",448,"dihydrolipoamide branched chain transacylase E2"
"Un","JAACLJ010000009.1",1033457,1034342,"+",,,"GQ602_007253","KAF4581116.1",260,"ATPase assembly factor ATP10, mitochondria"
"Un","JAACLJ010000009.1",1034448,1035269,"-",,,"GQ602_007254","KAF4581117.1",232,"vesicle transport v-snare protein"
"Un","JAACLJ010000009.1",1035560,1036246,"+",,,"GQ602_007255","KAF4581118.1",125,"60S ribosomal protein L35"
"Un","JAACLJ010000009.1",1037128,1039360,"-",,,"GQ602_007256","KAF4581119.1",705,"Zinc finger, C2H2-type/integrase, DNA-binding protein"
"Un","JAACLJ010000009.1",1040694,1042115,"+",,,"GQ602_007257","KAF4581120.1",121,"hypothetical protein GQ602_007257"
"Un","JAACLJ010000009.1",1042861,1046923,"-",,,"GQ602_007258","KAF4581121.1",1270,"Pre-mRNA-processing ATP-dependent RNA helicase PRP5"
"Un","JAACLJ010000009.1",1047957,1048238,"+",,,"GQ602_007259","KAF4581122.1",93,"hypothetical protein GQ602_007259"
"Un","JAACLJ010000009.1",1048831,1049982,"-",,,"GQ602_007260","KAF4581123.1",343,"hypothetical protein GQ602_007260"
"Un","JAACLJ010000009.1",1051288,1052888,"-",,,"GQ602_007261","KAF4581124.1",475,"mitochondrial cytochrome b2"
"Un","JAACLJ010000009.1",1053319,1054354,"+",,,"GQ602_007262","KAF4581125.1",311,"Fe-S protein assembly co-chaperone HscB"
"Un","JAACLJ010000009.1",1054896,1057585,"-",,,"GQ602_007263","KAF4581126.1",848,"pH-response regulator protein palF/RIM8"
"Un","JAACLJ010000009.1",1057625,1060623,"-",,,"GQ602_007264","KAF4581127.1",634,"cell division control protein Cdc6"
"Un","JAACLJ010000009.1",1061107,1061850,"+",,,"GQ602_007265","KAF4581128.1",191,"Translocator protein"
"Un","JAACLJ010000009.1",1062198,1063232,"-",,,"GQ602_007266","KAF4581129.1",325,"Amino-acid transporter arg-13"
"Un","JAACLJ010000009.1",1063905,1064617,"-",,,"GQ602_007267","KAF4581130.1",216,"Shr3 amino acid permease chaperone"
"Un","JAACLJ010000009.1",1066521,1069937,"-",,,"GQ602_007268","KAF4581131.1",1121,"Y-family of DNA polymerase"
"Un","JAACLJ010000009.1",1070275,1073644,"+",,,"GQ602_007269","KAF4581132.1",896,"RED-like protein"
"Un","JAACLJ010000009.1",1073718,1074760,"-",,,"GQ602_007270","KAF4581133.1",329,"Mitochondrial thiamine pyrophosphate carrier 1"
"Un","JAACLJ010000009.1",1076110,1077198,"+",,,"GQ602_007271","KAF4581134.1",362,"hypothetical protein GQ602_007271"
"Un","JAACLJ010000009.1",1078434,1080020,"+",,,"GQ602_007272","KAF4581135.1",509,"membrane bound o-acyl transferase family domain-containing protein"
"Un","JAACLJ010000009.1",1080285,1083884,"-",,,"GQ602_007273","KAF4581136.1",1045,"Telomerase reverse transcriptase"
"Un","JAACLJ010000009.1",1086015,1091557,"+",,,"GQ602_007274","KAF4581137.1",1805,"Dbl-like protein"
"Un","JAACLJ010000009.1",1092131,1094309,"+",,,"GQ602_007275","KAF4581138.1",338,"sucrose transport protein"
"Un","JAACLJ010000009.1",1094833,1095153,"-",,,"GQ602_007276","KAF4581139.1",106,"Endoplasmic reticulum, protein Pkr1"
"Un","JAACLJ010000009.1",1099634,1100902,"+",,,"GQ602_007277","KAF4581140.1",75,"hypothetical protein GQ602_007277"
"Un","JAACLJ010000009.1",1101250,1102433,"+",,,"GQ602_007278","KAF4581141.1",290,"transcription factor Zn, C2H2"
"Un","JAACLJ010000009.1",1105101,1107743,"+",,,"GQ602_007279","KAF4581142.1",880,"Anaphase-promoting complex subunit 2"
"Un","JAACLJ010000009.1",1109153,1112270,"+",,,"GQ602_007280","KAF4581143.1",554,"RING-finger domain containing protein"
"Un","JAACLJ010000009.1",1115501,1116046,"-",,,"GQ602_007281","KAF4581144.1",181,"1,4-alpha-glucan branching protein GlgB"
"Un","JAACLJ010000009.1",1116173,1125656,"+",,,"GQ602_007282","KAF4581145.1",3126,"involucrin repeat protein"
"Un","JAACLJ010000009.1",1126154,1128427,"-",,,"GQ602_007283","KAF4581146.1",757,"fungal specific transcription factor domain containing protein"
"Un","JAACLJ010000009.1",1129459,1131562,"+",,,"GQ602_007284","KAF4581147.1",620,"proliferating cell nuclear antigen"
"Un","JAACLJ010000009.1",1131890,1133303,"+",,,"GQ602_007285","KAF4581148.1",327,"proliferating cell nuclear antigen"
"Un","JAACLJ010000009.1",1133822,1135083,"+",,,"GQ602_007286","KAF4581149.1",342,"pyridoxal kinase"
"Un","JAACLJ010000009.1",1135350,1135944,"-",,,"GQ602_007287","KAF4581150.1",176,"dUTP diphosphatase"
"Un","JAACLJ010000009.1",1136375,1137634,"+",,,"GQ602_007288","KAF4581151.1",419,"hypothetical protein GQ602_007288"
"Un","JAACLJ010000009.1",1137894,1138962,"-",,,"GQ602_007289","KAF4581152.1",335,"hypothetical protein GQ602_007289"
"Un","JAACLJ010000009.1",1140452,1142008,"+",,,"GQ602_007290","KAF4581153.1",476,"KH domain RNA binding protein"
"Un","JAACLJ010000009.1",1144005,1144278,"+",,,"GQ602_007291","KAF4581154.1",70,"hypothetical protein GQ602_007291"
"Un","JAACLJ010000009.1",1145701,1148381,"+",,,"GQ602_007292","KAF4581155.1",490,"putative sphingomyelinase family protein"
"Un","JAACLJ010000009.1",1148515,1150917,"-",,,"GQ602_007293","KAF4581156.1",708,"kinase domain containing protein"
"Un","JAACLJ010000009.1",1151755,1153381,"-",,,"GQ602_007294","KAF4581157.1",486,"FK506-binding protein 4"
"Un","JAACLJ010000009.1",1154882,1157112,"-",,,"GQ602_007295","KAF4581158.1",664,"sphingomyelinase family"
"Un","JAACLJ010000009.1",1159508,1159801,"-",,,"GQ602_007296","KAF4581159.1",97,"hypothetical protein GQ602_007296"
"Un","JAACLJ010000009.1",1161416,1162166,"-",,,"GQ602_007297","KAF4581160.1",211,"THO complex, subunit 5"
"Un","JAACLJ010000009.1",1163139,1164668,"+",,,"GQ602_007298","KAF4581161.1",509,"hemolysin-III family protein"
"Un","JAACLJ010000009.1",1165388,1166864,"-",,,"GQ602_007299","KAF4581162.1",425,"Rab-GAP/TBC domain protein"
"Un","JAACLJ010000009.1",1167765,1170248,"+",,,"GQ602_007300","KAF4581163.1",806,"sulfate permease"
